name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_discovery_date,temp_mass,planet_radius,orbital_radius,orbital_period,eccentricity
CoRoT-20 b,2819,4.3 Jupiters,14.66,2011,91 Aqr,b,91 aqr b,Radial Velocity,0,1,181.4,0.1,-0.1,0,0.7,,,0,0.027,0.026,-0.026,0,,,,,3.2,,,0,Msini,,,,,,,,,0,0,0,0,23h15m53.50s,348.9729,-09d05m15.9s,-9.087737,44.08,0.51,-0.51,0,44.08,0.51,-0.51,0,4.25,,0,V (Johnson),3.863,,0,4665,18,-18,0,1.4,0.1,-0.1,0,11,0.1,-0.1,0,14-05-2014,Lick Observatory
CoRoT-20 c,2819,17 Jupiters,14.66,2018
CoRoT-21 b,4563,2.26 Jupiters,16,2012,AB Pic,b,ab pic b,Imaging,0,1,,,,,260,,,0,,,,,,,,,13.5,0.5,-0.5,0,Mass,,,,,,,,,0,0,0,0,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,50.12,0.07,-0.07,0,50.12,0.07,-0.07,0,9.128,0.019,0,V (Johnson),8.838,,0,,,,,,,,,,,,,14-05-2014,Paranal Observatory
CoRoT-22 b,1931,12.2 Earths,13.944,2014
CoRoT-23 b,1957,2.8 Jupiters,15.63,2011,alf Ari,b,alf ari b,Radial Velocity,0,1,380.8,0.3,-0.3,0,1.2,,,0,0.25,0.03,-0.03,0,,,,,1.8,0.2,-0.2,0,Msini,,,,,,,,,0,0,0,0,02h07m10.41s,31.793364,+23d27m44.7s,23.462423,20.21,0.4,-0.41,0,,,,,2,,0,V (Johnson),,,,4553,15,,0,1.5,0.2,,0,13.9,0.3,,0,31-01-2019,Bohyunsan Optical Astronomical Observatory
CoRoT-24 b,1957,5.7 Earths,15.18,2014
CoRoT-24 c,1957,28 Earths,15.18,2014,alf Tau,b,alf tau b,Radial Velocity,0,1,628.96,0.9,-0.9,0,1.46,0.27,-0.27,0,0.1,0.05,-0.05,0,,,,,6.47,0.53,-0.53,0,Msini,,,,,,,,,0,0,0,0,04h35m55.24s,68.980164,+16d30m33.5s,16.509302,20.43,0.32,-0.32,0,,,,,0.85,,0,V (Johnson),,,,4055,70,-70,0,1.13,0.11,-0.11,0,45.1,0.1,-0.1,0,04-06-2015,Multiple Observatories
CoRoT-25 b,3262,0.27 Jupiters,14.711,2013
CoRoT-26 b,5448,0.52 Jupiters,15.468,2013,AU Mic,b,au mic b,Transit,0,1,8.46321,0.00004,-0.00004,0,0.066,0.007,-0.006,0,0.1,0.17,-0.09,0,,,,0,0.18,,,1,Msini,0.375,0.018,-0.018,0,4.4,,,1,0,0,0,0,20h45m09.53s,311.289703,-31d20m27.2s,-31.340899,9.79,0.04,-0.04,0,9.72,0,0,0,8.81,,0,V (Johnson),7.84,,0,3700,100,-100,0,0.5,0.03,-0.03,0,0.75,0.03,-0.03,0,24-06-2020,Transiting Exoplanet Survey Satellite (TESS)
CoRoT-27 b,3377,10.39 Jupiters,15.54,2014
CoRoT-28 b,1827,0.484 Jupiters,13.412,2015,BD+03 2562,b,bd+03 2562 b,Radial Velocity,0,1,481.9,2.7,-2.8,0,1.3,0.1,-0.1,0,0.2,0.12,-0.08,0,,,,,6.4,1.3,-1.3,0,Msini,,,,,,,,,0,0,0,0,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618,564,-564,0,1106.93,66.8,-66.8,0,9.58,0.01,0,V (Johnson),8.998,,0,4095,20,-20,0,1.14,0.25,-0.25,0,32.35,8.82,-8.82,0,15-06-2017,Multiple Observatories
CoRoT-29 b,2495,0.85 Jupiters,15.239,2015
CoRoT-2 b,652,3.47 Jupiters,12.57,2008,BD+14 4559,b,bd+14 4559 b,Radial Velocity,0,1,268.94,0.99,-0.99,0,0.78,0.05,-0.05,0,0.29,0.03,-0.03,0,,,,,1.04,0.47,-0.47,0,Msini,,,,,,,,,0,0,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,0.08,-0.08,0,49.42,0.08,-0.08,0,9.63,0.012,0,V (Johnson),9.351,,0,4864,101,-101,0,0.49,0.33,-0.33,0,0.86,0.04,-0.04,0,06-09-2018,McDonald Observatory
CoRoT-30 b,3132,2.9 Jupiters,15.65,2020
CoRoT-31 b,7144,0.84 Jupiters,15.465,2020,BD+15 2375,b,bd+15 2375 b,Radial Velocity,0,1,153.22,0.44,-0.44,0,0.576,0.027,-0.027,0,0.001,0.25,-0.001,0,,,,,1.061,0.27,-0.27,0,Msini,,,,,,,,,0,0,0,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774,165,-165,0,785.38,45.98,-45.98,0,10.31,0.023,0,V (Johnson),9.992,,0,4649,30,-30,0,1.08,0.14,-0.14,0,8.95,1.45,-1.45,0,04-02-2016,Roque de los Muchachos Observatory
CoRoT-3 b,2218,21.66 Jupiters,13.292,2008
CoRoT-4 b,2419,0.72 Jupiters,13.561,2008,BD+15 2940,b,bd+15 2940 b,Radial Velocity,0,1,137.48,0.34,-0.34,0,0.539,,,0,0.26,0.1,-0.1,0,,,,,1.11,,,0,Msini,,,,,,,,,0,0,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,431.61,6.55,-6.55,0,431.61,6.55,-6.55,0,9.046,0.021,0,V (Johnson),8.718,,0,4796,117,-117,0,1.1,0.2,-0.2,0,14.7,2.8,-2.8,0,14-05-2014,McDonald Observatory
CoRoT-5 b,2951,0.467 Jupiters,13.902,2009
CoRoT-6 b,2144,2.96 Jupiters,13.912,2009,BD+20 2457,b,bd+20 2457 b,Radial Velocity,0,2,379.63,2,-2,0,1.05,0.07,-0.07,0,0.15,0.03,-0.03,0,,,,,55.59,78.55,-78.55,0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0,9.75,,0,V (Johnson),9.227,,0,4259,64,-64,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,06-09-2018,McDonald Observatory
CoRoT-7 b,524,3.1783 Earths,11.668,2009
CoRoT-7 c,524,8.4 Earths,11.668,2009,BD+20 2457,c,bd+20 2457 c,Radial Velocity,0,2,621.99,10.2,-10.2,0,2.01,,,0,0.18,0.06,-0.06,0,,,,,12.47,,,0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0,9.75,,0,V (Johnson),9.227,,0,4259,64,-64,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,14-05-2014,McDonald Observatory
CoRoT-8 b,1240,0.22 Jupiters,14.8,2010
CoRoT-9 b,1363,0.84 Jupiters,13.69,2009,BD+20 274,b,bd+20 274 b,Radial Velocity,0,1,578.2,5.4,-5.4,0,1.3,,,0,0.21,0.06,-0.06,0,,,,,4.2,,,0,Msini,,,,,,,,,0,0,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,1383.85,86.64,-86.64,0,1383.85,86.64,-86.64,0,9.36,,0,V (Johnson),8.916,,0,4296,10,-10,0,0.8,0.2,-0.2,0,17.3,0.9,-0.9,0,18-09-2015,McDonald Observatory
CoRoTID 223977153 b,1912,0.15 Jupiters,13.587,2017
CT Chamaleontis b,538,17 Jupiters,11.773,2007,BD+20 594,b,bd+20 594 b,Transit,0,1,41.6855,0.003,-0.003,0,,,,,0,,,0,89.55,0.16,-0.16,0,0.07,0.03,-0.03,0,Mass,0.23,0.01,-0.01,0,,,,,0,0,1,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,180.39,1.25,-1.25,0,180.39,1.25,-1.25,0,11.038,0.047,0,V (Johnson),10.864,,0,5766,99,-99,0,1.67,0.4,-0.4,0,1.08,0.06,-0.06,0,26-04-2018,K2
DE Canun Venaticorum b,100,12.0293 Jupiters,11.975,2018
DENIS-P J082303.1-491201 b,68,28.5 Jupiters,18.558,2013,BD+48 738,b,bd+48 738 b,Radial Velocity,0,1,392.6,5.5,-5.5,0,1,,,0,0.2,0.1,-0.1,0,,,,,0.91,,,0,Msini,,,,,,,,,0,0,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,892.17,44.78,-44.78,0,892.17,44.78,-44.78,0,9.14,,0,V (Johnson),8.656,,0,4414,15,-15,0,0.74,0.39,-0.39,0,11,1,-1,0,13-08-2015,McDonald Observatory
DH Tauri b,457,11 Jupiters,12.496,2004
DMPP-1 b,202,24.27 Earths,7.981,2019,BD+48 740,b,bd+48 740 b,Radial Velocity,0,1,733,5,-8,0,1.7,0.1,-0.1,0,0.76,0.05,-0.09,0,,,,,1.7,0.7,-0.7,0,Msini,,,,,,,,,0,0,0,0,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,678.94,22.15,-22.15,0,678.94,22.15,-22.15,0,8.699,0.015,0,V (Johnson),8.264,,0,4534,8,-8,0,1.09,0.16,-0.16,0,10.33,1.81,-1.81,0,01-02-2018,Multiple Observatories
DMPP-1 c,202,9.6 Earths,7.981,2019
DMPP-1 d,202,3.35 Earths,7.981,2019,BD+49 828,b,bd+49 828 b,Radial Velocity,0,1,2590,300,-180,0,4.2,0.32,-0.2,0,0.35,0.24,-0.1,0,,,,,1.6,0.4,-0.2,0,Msini,,,,,,,,,0,0,0,0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,447.59,7.79,-7.79,0,447.59,7.79,-7.79,0,9.38,0.02,0,V (Johnson),9.029,,0,4943,30,-30,0,1.52,0.22,-0.22,0,7.6,1.3,-1.3,0,05-02-2015,McDonald Observatory
DMPP-1 e,202,4.13 Earths,7.981,2019
DMPP-2 b,437,0.437 Jupiters,8.567,2019,BD-06 1339,b,bd-06 1339 b,Radial Velocity,0,2,3.8728,0.0004,-0.0004,0,0.0428,0.0007,-0.0007,0,0,,,0,,,,,0.027,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,20.28,0.02,-0.02,0,9.7,0.009,0,V (Johnson),9.107,,0,4324,100,-100,0,0.7,,,0,,,,,14-05-2014,La Silla Observatory
DMPP-3 A b,160,2.58 Earths,9.066,2019
DP Leonis b,995,6.28 Jupiters,18.633,2009,BD-06 1339,c,bd-06 1339 c,Radial Velocity,0,2,125.94,0.44,-0.44,0,0.435,0.007,-0.007,0,0.31,0.11,-0.11,0,,,,,0.17,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,20.28,0.02,-0.02,0,9.7,0.009,0,V (Johnson),9.107,,0,4324,100,-100,0,0.7,,,0,,,,,14-05-2014,La Silla Observatory
DS Tucanae A b,144,1.3 Jupiters,8.469,2019
EPIC 201238110 b,522,4.16 Earths,15.261,2019,BD-08 2823,b,bd-08 2823 b,Radial Velocity,0,2,5.6,0.02,-0.02,0,0.06,0,0,0,0.15,0.15,-0.15,0,,,,,0.04,0.01,-0.01,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,9.88,0.043,0,V (Johnson),9.503,,0,4816,114,-114,0,0.5,0.26,-0.26,0,0.71,0.04,-0.04,0,06-09-2018,La Silla Observatory
EPIC 201497682 b,831,0.26 Earths,14.102,2019
EPIC 201615463 c,1569,1.98 Earths,12.074,2019,BD-08 2823,c,bd-08 2823 c,Radial Velocity,0,2,237.6,1.5,-1.5,0,0.68,0.02,-0.02,0,0.19,0.09,-0.09,0,,,,,0.33,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,9.88,0.043,0,V (Johnson),9.503,,0,4816,114,-114,0,0.5,0.26,-0.26,0,0.71,0.04,-0.04,0,14-05-2014,La Silla Observatory
EPIC 201754305 d,1103,1.08 Earths,14.67,2019
EPIC 201833600 c,846,0.972 Earths,14.717,2019,BD-10 3166,b,bd-10 3166 b,Radial Velocity,0,1,3.48777,0.00011,-0.00011,0,0.04,0,0,0,0.02,0.02,-0.02,0,,,,,0.59,0.07,-0.07,0,Msini,,,,,,,,,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,84.61,0.35,-0.35,0,84.61,0.35,-0.35,0,10.08,,0,V (Johnson),9.84,,0,5393,44,-44,0,1.47,0.24,-0.24,0,0.91,0.04,-0.04,0,06-09-2018,W. M. Keck Observatory
EPIC 201841433 b,1442,1.37 Earths,14.867,2019
EPIC 205950854 c,801,2.27 Earths,12.291,2019,BD-11 4672,b,bd-11 4672 b,Radial Velocity,0,2,1634,13,-14,0,2.36,0.04,-0.04,0,0.05,0.05,-0.03,0,,,,0,0.65,0.05,-0.06,0,Msini,,,,0,,,,0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0,27.19,0.03,-0.03,0,9.99,,0,V (Johnson),9.485,,0,4550,110,-110,0,0.65,0.03,-0.03,0,0.64,0.02,-0.02,0,23-07-2020,La Silla Observatory
EPIC 206024342 b,1219,3.53 Earths,13.116,2019
EPIC 206032309 b,529,1.01 Earths,16.069,2019,BD-11 4672,c,bd-11 4672 c,Radial Velocity,0,2,74.2,0.06,-0.08,0,0.3,0.01,-0.01,0,0.4,0.13,-0.15,0,,,,0,0.04836,0.00934,-0.00884,0,Msini,,,,0,,,,0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0,27.19,0.03,-0.03,0,9.99,,0,V (Johnson),9.485,,0,4550,110,-110,0,0.65,0.03,-0.03,0,0.64,0.02,-0.02,0,23-07-2020,Roque de los Muchachos Observatory
EPIC 206042996 b,1492,3.26 Earths,16.743,2019
EPIC 206215704 b,360,0.666 Earths,16.172,2019,BD-13 2130,b,bd-13 2130 b,Radial Velocity,0,1,714.29999,5.3,-5.3,0,1.66,0.12,-0.12,0,0.21,0.07,-0.07,0,,,,,9.78,4.56,-4.56,0,Msini,,,,,,,,,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,948.75,42.93,-42.93,0,948.75,42.93,-42.93,0,9.45,,0,V (Johnson),9.7,,0,4545,71,-71,0,2.12,1.47,-1.47,0,19.17,4.96,-4.96,0,06-09-2018,La Silla Observatory
EPIC 206317286 b,1035,0.84 Earths,14.051,2019
EPIC 211822797 b,611,4.58 Earths,15.256,2016,BD-17 63,b,bd-17 63 b,Radial Velocity,0,1,655.6,0.6,-0.6,0,1.34,0.02,-0.02,0,0.54,0.005,-0.005,0,,,,,5.1,0.12,-0.12,0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,0.09,-0.09,0,34.49,0.09,-0.09,0,9.566,0.024,0,V (Johnson),9.201,,0,4714,93,-93,0,0.74,0.03,-0.03,0,0.69,,,0,14-05-2014,La Silla Observatory
EPIC 211945201 b,596,27 Earths,10.154,2018
EPIC 212297394 b,1381,2.31 Earths,14.423,2019,bet Cnc,b,bet cnc b,Radial Velocity,0,1,605.2,4,-4,0,1.7,0.1,-0.1,0,0.08,0.02,-0.02,0,,,,,7.8,0.8,-0.8,0,Msini,,,,,,,,,0,0,0,0,08h16m30.92s,124.128838,+09d11m08.0s,9.185545,90.54,5.38,-5.38,0,90.54,5.38,-5.38,0,3.53,,0,V (Johnson),2.927,,0,4092.1,17.5,-17.5,0,1.7,0.1,-0.1,0,47.2,1.3,-1.3,0,14-05-2014,Bohyunsan Optical Astronomical Observatory
EPIC 212424622 b,2031,5.35 Earths,13.354,2019
EPIC 212499991 b,932,3.19 Earths,13.552,2019,bet Pic,b,bet pic b,Imaging,0,2,7665,7300,-730,0,9.1,5.3,-0.5,0,0.08,0.32,-0.06,0,88.9,0.7,-0.7,0,,,,,,,,,,,,,,0,0,0,2,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0,19.75,0.13,-0.13,0,3.85,,0,V (Johnson),3.725,,0,,,,,1.76,0.18,-0.17,0,,,,,13-08-2015,Paranal Observatory
EPIC 212587672 b,1053,1.46 Earths,12.487,2019
EPIC 212737443 b,1133,7.2 Earths,14.836,2019,bet Pic,c,bet pic c,Radial Velocity,0,2,1200,,,0,2.7,,,0,0.24,,,0,90,,,0,9,,,0,Mass,,,,,,,,,0,0,0,0,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0,19.75,0.13,-0.13,0,3.85,,0,V (Johnson),3.725,,0,,,,,1.76,0.18,-0.17,0,,,,,29-08-2019,La Silla Observatory
EPIC 212737443 c,1133,7.7 Earths,14.836,2019
EPIC 220554210 c,1638,2.79 Earths,14.042,2019,bet UMi,b,bet umi b,Radial Velocity,0,1,522.3,2.7,-2.7,0,1.4,0.1,-0.1,0,0.19,0.02,-0.02,0,,,,,6.1,1,-1,0,Msini,,,,,,,,,0,0,0,0,14h50m42.33s,222.676361,+74d09m19.8s,74.155502,38.78,0.77,-0.8,0,,,,,2.08,,0,V (Johnson),,,,4126,25,-25,0,1.4,0.2,-0.2,0,38.3,1.1,-1.1,0,14-05-2014,Bohyunsan Optical Astronomical Observatory
EPIC 220674823 b,803,7.72 Earths,12.102,2016
EPIC 220674823 c,803,5.8 Earths,12.102,2016,CFBDSIR J145829+101343,b,cfbdsir j145829+101343 b,Imaging,0,1,10037.5,2737.5,-2737.5,0,2.6,0.3,-0.3,0,,,,,,,,,10.5,4.5,-4.5,0,Mass,,,,,,,,,0,0,0,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.1,2.4,-2.4,0,,,,,,,,,,,,580.5,24.5,-24.5,0,0.02,0.01,-0.01,0,,,,,14-05-2014,W. M. Keck Observatory
EPIC 246851721 b,1098,3 Jupiters,11.439,2018
EPIC 248847494 b,1827,13 Jupiters,12.416,2018,CHXR 73,b,chxr 73 b,Imaging,0,1,,,,,210,,,0,,,,,,,,,12.569,8.379,-5.237,0,Mass,,,,,,,,,0,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,6.42,-6.42,0,191.05,6.42,-6.42,0,,,,,17.293,,0,,,,,0.35,,,0,,,,,14-05-2014,Hubble Space Telescope
EPIC 249893012 b,1058,8.75 Earths,11.428,2020
EPIC 249893012 c,1058,14.67 Earths,11.428,2020,CI Tau,b,ci tau b,Radial Velocity,0,1,8.9891,0.0202,-0.0202,0,,,,,0.25,0.16,-0.16,0,50.5,6.3,-8.5,0,11.6,2.9,-2.7,0,Mass,,,,,,,,,0,0,0,0,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,158,1.2,-1.2,0,158.71,1.19,-1.19,0,12.939,0.031,0,V (Johnson),12.145,,0,,,,,0.9,0.02,-0.02,0,,,,,27-06-2019,Multiple Observatories
EPIC 249893012 d,1058,10.18 Earths,11.428,2020
Epsilon Coronae Borealis b,228,6.7 Jupiters,4.15,2012,CoRoT-1,b,corot-1 b,Transit,0,1,1.5089557,0.0000064,-0.0000064,0,,,,,0,,,0,85.1,0.5,-0.5,0,1.03,0.12,-0.12,0,Mass,1.49,0.08,-0.08,0,0.38,0.05,-0.05,0,0,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,24.33,-24.33,0,805.31,24.33,-24.33,0,13.6,,0,V (Johnson),13.457,,0,5950,150,-150,0,0.95,0.15,-0.15,0,1.11,0.05,-0.05,0,14-05-2014,CoRoT
Epsilon Eridani b,11,0.78 Jupiters,3.82,2000
Epsilon Indi A b,12,3.25 Jupiters,4.69,2019,CoRoT-10,b,corot-10 b,Transit,0,1,13.2406,0.0002,-0.0002,0,0.1055,0.0021,-0.0021,0,0.53,0.04,-0.04,0,88.55,0.2,-0.2,0,2.75,0.16,-0.16,0,Mass,0.97,0.07,-0.07,0,3.7,0.83,-0.83,0,0,0,0,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345,70,-70,0,341.65,4.03,-4.03,0,15.22,0.05,0,V (Johnson),14.665,,0,5075,75,-75,0,0.89,0.05,-0.05,0,0.79,0.05,-0.05,0,14-05-2014,CoRoT
Epsilon Tauri b,161,7.6 Jupiters,3.54,2006
FU Tauri b,457,16 Jupiters,20.48,2008,CoRoT-11,b,corot-11 b,Transit,0,1,2.99433,0.000011,-0.000011,0,0.0436,0.005,-0.005,0,0,,,0,83.17,0.15,-0.15,0,2.33,0.34,-0.34,0,Mass,1.43,0.03,-0.03,0,0.99,0.15,-0.15,0,0,0,0,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560,30,-30,0,666.35,24.68,-24.68,0,12.939,0.019,0,V (Johnson),12.841,,0,6440,120,-120,0,1.27,0.05,-0.05,0,1.37,0.03,-0.03,0,14-05-2014,CoRoT
G 9-40 b,91,4.76 Earths,13.823,2019
Gamma 1 Leonis b,126,8.78 Jupiters,1.98,2009,CoRoT-12,b,corot-12 b,Transit,0,1,2.828042,0.000013,-0.000013,0,0.04016,0.00093,-0.00092,0,0.07,0.063,-0.042,0,85.48,0.72,-0.77,0,0.917,0.07,-0.065,0,Mass,1.44,0.13,-0.13,0,0.411,0.129,-0.094,0,0,0,0,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150,85,-85,0,1161.12,57.69,-57.69,0,15.515,0.052,0,V (Johnson),15.345,,0,5675,80,-80,0,1.08,0.08,-0.07,0,1.12,0.1,-0.09,0,14-05-2014,CoRoT
Gamma Cephei b,44,1.85 Jupiters,3.21,2003
Gamma Librae b,155,1.02 Jupiters,3.91,2018,CoRoT-13,b,corot-13 b,Transit,0,1,4.03519,0.00003,-0.00003,0,0.051,0.0031,-0.0031,0,0,,,0,88.02,0.34,-0.36,0,1.308,0.066,-0.066,0,Mass,0.885,0.014,-0.014,0,2.34,0.23,-0.23,0,0,0,0,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060,100,-100,0,1184.91,61.25,-61.25,0,15.039,0.041,0,V (Johnson),14.915,,0,5945,90,-90,0,1.09,0.02,-0.02,0,1.01,0.03,-0.03,0,14-05-2014,CoRoT
Gamma Librae c,155,4.58 Jupiters,3.91,2018
GJ 1061 b,12,1.37 Earths,13.06,2020,CoRoT-14,b,corot-14 b,Transit,0,1,1.51214,0.00013,-0.00013,0,0.027,0.002,-0.002,0,0,,,0,79.6,0.8,-0.8,0,7.6,0.6,-0.6,0,Mass,1.09,0.07,-0.07,0,7.3,1.5,-1.5,0,0,0,0,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340,110,-110,0,1826.96,166.6,-166.6,0,16.033,0.07,0,V (Johnson),15.812,,0,6035,100,-100,0,1.13,0.09,-0.09,0,1.21,0.08,-0.08,0,14-05-2014,CoRoT
GJ 1061 c,12,1.74 Earths,13.06,2020
GJ 1061 d,12,1.64 Earths,13.06,2020,CoRoT-16,b,corot-16 b,Transit,0,1,5.35227,0.0002,-0.0002,0,0.0618,0.0015,-0.0015,0,0.33,0.09,-0.1,0,85.01,0.94,-1.2,0,0.535,0.085,-0.083,0,Mass,1.17,0.16,-0.14,0,0.44,0.21,-0.14,0,0,0,0,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840,90,-90,0,745.96,34.71,-34.71,0,15.63,,0,V (Johnson),15.651,,0,5650,100,-100,0,1.1,0.08,-0.08,0,1.19,0.14,-0.13,0,14-05-2014,CoRoT
GJ 1132 b,41,1.66 Earths,13.49,2015
GJ 1132 c,41,2.64 Earths,13.49,2018,CoRoT-17,b,corot-17 b,Transit,0,1,3.7681,0.0003,-0.0003,0,0.0461,0.0008,-0.0008,0,0,,,0,88.34,1.54,-1.54,0,2.43,0.3,-0.3,0,Mass,1.02,0.07,-0.07,0,2.82,0.38,-0.38,0,0,0,0,0,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920,50,-50,0,1214.51,57.74,-57.74,0,15.46,,0,V (Johnson),15.437,,0,5740,80,-80,0,1.04,0.1,-0.1,0,1.59,0.07,-0.07,0,14-05-2014,CoRoT
GJ 1148 b,36,0.30425 Jupiters,11.92,2010
GJ 1148 c,36,0.21414 Jupiters,11.92,2017,CoRoT-18,b,corot-18 b,Transit,0,1,1.9000693,0.0000028,-0.0000028,0,0.0295,0.0016,-0.0016,0,0.08,,,1,86.5,1.4,-0.9,0,3.47,0.38,-0.38,0,Mass,1.31,0.18,-0.18,0,2.2,0.8,-0.8,0,0,0,0,0,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,870,90,-90,0,780.87,27.57,-27.57,0,15,0.1,0,V (Johnson),14.801,,0,5440,100,-100,0,0.95,0.15,-0.15,0,1,0.13,-0.13,0,14-05-2014,CoRoT
GJ 1214 b,48,6.26125 Earths,15.1,2009
GJ 1252 b,66,2.09 Earths,12.193,2020,CoRoT-19,b,corot-19 b,Transit,0,1,3.89713,0.00002,-0.00002,0,0.0518,0.0008,-0.0008,0,0.047,0.045,-0.045,0,88,0.7,-0.7,0,1.11,0.06,-0.06,0,Mass,1.29,0.03,-0.03,0,0.71,0.06,-0.06,0,0,0,0,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770,160,-160,0,807.99,26.81,-26.81,0,14.007,,0,V (Johnson),13.783,,0,6090,70,-70,0,1.21,0.05,-0.05,0,1.65,0.04,-0.04,0,14-05-2014,CoRoT
GJ 1265 b,33,7.4 Earths,13.57,2018
GJ 143 b,53,22.7 Earths,7.87,2019,CoRoT-2,b,corot-2 b,Transit,0,1,1.7429935,0.000001,-0.000001,0,0.02798,0.00076,-0.0008,0,0.0143,0.0077,-0.0076,0,88.08,0.18,-0.16,0,3.47,0.22,-0.22,0,Mass,1.466,0.042,-0.044,0,1.47,0.08,-0.074,0,1,0,0,2,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200,,,0,214.56,2.47,-2.47,0,12.57,,0,V (Johnson),12.249,,0,5625,120,-120,0,0.96,0.08,-0.08,0,0.91,0.03,-0.03,0,14-05-2014,CoRoT
GJ 15 A b,12,3.03 Earths,8.08,2014
GJ 15 A c,12,36 Earths,8.08,2018,CoRoT-20,b,corot-20 b,Transit,0,2,9.24285,0.0003,-0.0003,0,0.09,0.002,-0.002,0,0.59,0.02,-0.02,0,88.21,0.53,-0.53,0,4.3,0.2,-0.2,0,Mass,,,,,,,,,0,0,0,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,864.31,24.46,-24.46,0,14.66,,0,V (Johnson),14.469,,0,,,,,1.14,0.08,-0.08,0,,,,,19-07-2018,CoRoT
GJ 160.2 b,84,10.2 Earths,9.68,2014
GJ 163 b,49,10.6 Earths,11.81,2013,CoRoT-20,c,corot-20 c,Radial Velocity,0,2,1675,19,-17,0,2.9,0.07,-0.07,0,0.6,0.03,-0.03,0,,,,,17,1,-1,0,Msini,,,,,,,,,0,0,0,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,864.31,24.46,-24.46,0,14.66,,0,V (Johnson),14.469,,0,,,,,1.14,0.08,-0.08,0,,,,,19-07-2018,Multiple Observatories
GJ 163 c,49,6.8 Earths,11.81,2013
